id,player,team,pos,pass_yds,pass_yds_sd,pass_tds,pass_tds_sd,pass_int,pass_int_sd,rush_yds,rush_yds_sd,rush_tds,rush_tds_sd,fumbles_lost,fumbles_lost_sd,two_pts,two_pts_sd,return_tds,return_tds_sd,rec,rec_sd,rec_yds,rec_yds_sd,rec_tds,rec_tds_sd,dst_int,dst_int_sd,dst_sacks,dst_sacks_sd,dst_fum_rec,dst_fum_rec_sd,dst_safety,dst_safety_sd,dst_td,dst_td_sd,dst_blk,dst_blk_sd,pts_bracket,pts_bracket_sd,injury_status
2565045,Justin Herbert,LAC,QB,291.3892,33.7057,1.7152,0.4905,1.1543,0.5876,18.021,2.1809,0.1808,0.0311,0.0501,0.0141,0.19,0,,,,,,,,,,,,,,,,,,,,,,,
2555260,Dak Prescott,DAL,QB,257.5158,75.1529,2.2535,1.23,0.5999,0.2619,14.4683,4.4769,0.1394,0.0592,0.2494,0.1822,0.26,0,,,,,,,,,,,,,,,,,,,,,,,
2543801,Jimmy Garoppolo,SF,QB,261.6021,42.9451,1.2496,0.1927,1.1676,0.572,5.7198,2.8914,0.0724,0.0244,0.1375,0.0627,0.09,0,,,,,,,,,,,,,,,,,,,,,,,
2532820,Kirk Cousins,MIN,QB,272.4895,38.0275,1.5396,0.4869,0.7854,0.2043,11.6903,4.737,0.0822,0.0277,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,
2560955,Josh Allen,BUF,QB,278.8386,27.2391,2.2827,0.5057,0.674,0.1706,48.8156,11.245,0.5455,0.1174,0.1875,0.0125,0.06,0,,,,,,,,,,,,,,,,,,,,,,,
2506363,Aaron Rodgers,GB,QB,213.5501,96.9928,2.1194,0.9771,0.2667,0.1598,4.9429,4.1395,0.0905,0.091,0.0542,0.0113,,,,,,,,,,,,,,,,,,,,,,,,,
2504211,Tom Brady,TB,QB,272.2238,33.9506,1.9033,0.6532,0.4906,0.1937,6.1572,3.472,0.1833,0.1146,0.0875,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,
2543499,Derek Carr,LVR,QB,261.0028,44.8056,1.4491,0.3233,0.7781,0.1529,7.0734,1.5295,0.0701,0.0242,0.4752,0.3948,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
264,Josh Johnson,BAL,QB,166.5723,199.4041,1.0741,1.3435,0.5614,0.6364,7.076,4.2426,0,0,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,
79860,Matthew Stafford,LAR,QB,254.261,40.7256,1.6807,0.4671,1.4985,1.0465,5.6868,2.5948,0.0591,0.0357,0.1458,0.0544,0.16,0,,,,,,,,,,,,,,,,,,,,,,,
2562382,Kyler Murray,ARI,QB,258.8255,11.781,1.4388,0.3015,0.5861,0.1483,44.7694,20.103,0.4131,0.17,0.096,0.027,,,,,,,,,,,,,,,,,,,,,,,,,
2566163,Trevor Lawrence,JAC,QB,230.8347,34.1241,0.8292,0.2354,0.9066,0.1201,24.0264,8.8973,0.1534,0.0636,0.4352,0.4095,0.11,0,,,,,,,,,,,,,,,,,,,,,,,
2558125,Patrick Mahomes,KC,QB,270.1745,9.5412,2.2868,0.4993,0.5524,0.2457,17.9066,2.1909,0.1443,0.0409,0.1207,0.0612,0.09,0,,,,,,,,,,,,,,,,,,,,,,,
2506109,Ben Roethlisberger,PIT,QB,225.7204,46.2114,1.4205,0.3471,0.7104,0.2082,2.6495,2.0641,0.0572,0.0186,0.4043,0.4243,0.19,0,,,,,,,,,,,,,,,,,,,,,,,
2566136,Davis Mills,HOU,QB,223.8665,25.1085,1.3643,0.4453,0.6533,0.1982,5.071,4.6288,0.0523,0.0459,0.1001,0.0283,0.1,0,,,,,,,,,,,,,,,,,,,,,,,
310,Matt Ryan,ATL,QB,226.0899,14.3097,1.1437,0.1442,0.504,0.2211,7.7567,2.7276,0.0725,0.0146,0.204,0.0773,0.07,0,,,,,,,,,,,,,,,,,,,,,,,
2532975,Russell Wilson,SEA,QB,222.6352,28.6358,1.7806,0.2611,0.4198,0.0853,15.0146,3.4028,0.0842,0.0133,0.0918,0.035,0.06,0,,,,,,,,,,,,,,,,,,,,,,,
2564499,Tua Tagovailoa,MIA,QB,210.4798,21.1285,1.111,0.0847,0.8892,0.086,9.6168,6.2138,0.1216,0.0804,0.1583,0.0418,0.09,0,,,,,,,,,,,,,,,,,,,,,,,
2562796,Gardner Minshew,PHI,QB,195.9529,27.0115,1.0637,0.2333,0.5885,0.0164,33.3715,9.4469,0.3561,0.2051,0.2496,0.0707,,,,,,,,,,,,,,,,,,,,,,,,,
2555365,Brandon Allen,CIN,QB,218.4493,0.7849,1.2015,0.2828,0.8942,0.1342,9.0099,0.0141,0.0851,0.0212,0.2752,0.0354,,,,,,,,,,,,,,,,,,,,,,,,,
2532956,Ryan Tannehill,TEN,QB,217.492,8.0805,1.3219,0.2831,0.5561,0.1774,17.6838,3.0761,0.2963,0.09,0.1375,0.0627,0.13,0,,,,,,,,,,,,,,,,,,,,,,,
2553656,Taylor Heinicke,WAS,QB,192.7227,49.5091,1.1153,0.1171,1.3044,0.4839,11.7546,9.3205,0.0843,0.0767,0.0876,0.0386,0.11,0,,,,,,,,,,,,,,,,,,,,,,,
2555334,Jared Goff,DET,QB,221.7503,7.7518,1.3669,0.035,0.6477,0.1376,4.4141,1.247,0.0433,0.0208,0.1864,0.1154,0.19,0,,,,,,,,,,,,,,,,,,,,,,,
2566334,Mac Jones,NE,QB,190.0709,36.3094,1.0497,0.2707,1.2102,0.542,18.7832,9.7417,0.1385,0.0806,0.0917,0.0084,0.11,0,,,,,,,,,,,,,,,,,,,,,,,
2555259,Carson Wentz,IND,QB,224.2337,2.5197,1.6738,0.2806,0.4143,0.1566,12.4637,6.9642,0.1036,0.0774,0.1625,0.0376,0.19,0,,,,,,,,,,,,,,,,,,,,,,,
2561036,Sam Darnold,CAR,QB,190.2902,19.4067,0.6575,0.2024,0.8902,0.0129,16.5122,5.12,0.2389,0.1397,0.2335,0.0288,,,,,,,,,,,,,,,,,,,,,,,,,
2495143,Andy Dalton,CHI,QB,154.5153,99.0727,0.9275,0.4667,0.3048,0.2919,6.8303,5.4589,0.0647,0.0636,0.0398,0.0283,,,,,,,,,,,,,,,,,,,,,,,,,
2562305,Drew Lock,DEN,QB,150.1047,90.0356,0.6934,0.4631,0.5164,0.3194,7.2509,4.9072,0.2198,0.2882,0.1208,0.0795,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
2532888,Case Keenum,CLE,QB,191.9378,14.1633,1.195,0.0071,0.9384,0.0877,9.4884,2.1213,0.0547,0.0636,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,
2565920,Justin Fields,CHI,QB,201.6782,28.652,0.8903,0.1273,0.9495,0.2121,31.1098,18.4838,0.1452,0.0919,0.2495,0.2121,0.06,0,,,,,,,,,,,,,,,,,,,,,,,
2558954,Taysom Hill,NO,QB,197.6583,3.8313,1.0637,0.0549,0.6536,0.1566,44.1921,8.594,0.4399,0.0602,0.1887,0.0347,0.01,0,,,,,,,,,,,,,,,,,,,,,,,Q
2563560,Tyler Huntley,BAL,QB,150.3495,101.0838,0.8171,0.5918,0.8601,0.8009,26.7917,15.564,0.262,0.1976,0.1152,0.0971,0.03,0,,,,,,,,,,,,,,,,,,,,,,,
2563608,Jake Fromm,NYG,QB,121.0886,119.9677,0.5717,0.8061,0.616,0.4455,8.2028,5.9256,0.0552,0.0778,0.0451,0.0636,0.08,0,,,,,,,,,,,,,,,,,,,,,,,
2566391,Zach Wilson,NYJ,QB,162.3506,43.7601,0.8799,0.1904,0.7488,0.2165,34.6476,38.7132,0.4087,0.4149,0.1375,0.0627,0.12,0,,,,,,,,,,,,,,,,,,,,,,,
2552576,Sean Mannion,MIN,QB,189.19,,1.11,,1.05,,12.38,,0.11,,0.11,,0.08,,,,,,,,,,,,,,,,,,,,,,,,
2539265,Rex Burkhead,HOU,RB,,,,,,,75.1775,51.5461,0.7398,0.8658,0.0439,0.0224,0.01,0,,,2.1131,0.1943,15.7587,2.6785,0.0618,0.0294,,,,,,,,,,,,,,,
2560835,Rashaad Penny,SEA,RB,,,,,,,77.2988,44.623,0.6325,0.3855,0.0376,0.015,,,,,1.0309,0.5661,6.0956,2.7247,0.0268,0.0093,,,,,,,,,,,,,,,
2560809,Sony Michel,LAR,RB,,,,,,,77.4044,41.0585,0.5309,0.3366,0.0293,0.0168,,,,,1.4487,0.5826,9.2739,4.9214,0.0931,0.0795,,,,,,,,,,,,,,,
2562377,Josh Jacobs,LVR,RB,,,,,,,80.843,33.176,0.7169,0.3019,0.3921,0.4291,,,,,2.6661,1.1509,15.9579,14.3956,0.0589,0.0844,,,,,,,,,,,,,,,
2561021,Nick Chubb,CLE,RB,,,,,,,88.7714,25.8432,0.6299,0.2546,0.0584,0.0126,,,,,1.7883,0.8687,24.3881,23.3063,0.1458,0.1418,,,,,,,,,,,,,,,
2564148,Jonathan Taylor,IND,RB,,,,,,,105.5748,12.2344,1.0598,0.1032,0.1042,0.0042,,,,,2.0246,0.0544,16.6073,0.3904,0.0969,0.0169,,,,,,,,,,,,,,,
2566382,Michael Carter,NYJ,RB,,,,,,,73.9545,30.3064,0.4035,0.1593,0.0376,0.0189,0.01,0,,,2.4551,0.366,17.6533,8.1645,0.0523,0.0432,,,,,,,,,,,,,,,
2562281,Damien Harris,NE,RB,,,,,,,74.9005,19.9252,1.2891,1.1925,0.0875,0.005,,,,,1.0403,0.4481,8.5502,4.4307,0.0229,0.0094,,,,,,,,,,,,,,,
2557991,Dalvin Cook,MIN,RB,,,,,,,84.835,10.2372,0.6266,0.0667,0.1732,0.0306,0.13,0,,,2.7967,0.5393,21.124,2.5348,0.0896,0.0719,,,,,,,,,,,,,,,
2566448,Najee Harris,PIT,RB,,,,,,,77.8616,12.5,0.4586,0.0913,0,0,0.01,0,,,4.0509,0.6523,23.4496,5.1539,0.1226,0.0392,,,,,,,,,,,,,,,
2557994,DOnta Foreman,TEN,RB,,,,,,,61.7492,33.5052,0.7013,0.2255,0.1125,0.0125,,,,,1.2129,0.408,9.8836,3.6428,0.039,0.0141,,,,,,,,,,,,,,,
2565276,Antonio Gibson,WAS,RB,,,,,,,54.5183,25.287,0.4602,0.1965,0.1665,0.0288,,,,,2.4071,0.5229,22.1403,6.6053,0.448,0.4944,,,,,,,,,,,,,,,
2562502,David Montgomery,CHI,RB,,,,,,,63.4979,14.2266,0.6719,0.2286,0.0792,0.0131,0.03,0,,,4.1594,2.0168,34.5852,18.3963,0.1408,0.0871,,,,,,,,,,,,,,,
2557976,Joe Mixon,CIN,RB,,,,,,,71.1254,8.86,0.7702,0.3323,0.06,0,,,,,4.3086,2.4466,46.6131,33.828,0.5747,0.6152,,,,,,,,,,,,,,,
2566538,Elijah Mitchell,SF,RB,,,,,,,72.739,4.2108,0.4767,0.0209,0.0133,0.0058,0.01,0,,,1.8035,0.0252,13.1962,1.5303,0.0967,0.0058,,,,,,,,,,,,,,,
2558204,Jamaal Williams,DET,RB,,,,,,,47.9852,20.5336,0.3006,0.1177,0.0624,0.0249,0.03,0,,,1.4728,0.1752,9.2155,0.9397,0.0404,0.0255,,,,,,,,,,,,,,,
2562682,Alexander Mattison,MIN,RB,,,,,,,41.9699,24.6,0.4652,0.3985,0.0208,0.0063,,,,,1.8588,0.8013,15.3934,9.3732,0.0919,0.0688,,,,,,,,,,,,,,,
2557978,James Conner,ARI,RB,,,,,,,49.5184,23.6907,0.6345,0.3642,0.0199,0.02,,,,,2.9671,0.4497,25.7252,5.0398,0.1163,0.0471,,,,,,,,,,,,,,,Q
2562734,Devin Singletary,BUF,RB,,,,,,,59.0889,14.7114,0.623,0.2621,0.0376,0.0249,,,,,3.0102,1.3906,22.3756,11.4803,0.1156,0.0731,,,,,,,,,,,,,,,
2560968,Saquon Barkley,NYG,RB,,,,,,,59.8101,19.1232,0.3721,0.1739,0.0667,0.018,,,,,2.573,1.2557,15.4962,13.4037,0.0738,0.0642,,,,,,,,,,,,,,,
2566397,Kenneth Gainwell,PHI,RB,,,,,,,38.572,28.6909,0.2519,0.215,0.0688,0.0165,0.04,0,,,1.7883,0.8186,15.6974,5.8669,0.0766,0.0322,,,,,,,,,,,,,,,
2565258,Ke'Shawn Vaughn,TB,RB,,,,,,,59.4426,9.6577,0.6213,0.3469,0.0535,0.0201,,,,,2.1137,1.1992,13.4904,7.1232,0.1016,0.0854,,,,,,,,,,,,,,,
2558019,Alvin Kamara,NO,RB,,,,,,,60.0481,6.9756,0.4799,0.0754,0.0563,0.0174,,,,,3.282,0.9755,26.6746,13.8283,0.1793,0.1072,,,,,,,,,,,,,,,
2560935,Darrel Williams,KC,RB,,,,,,,48.3485,18.2213,0.4304,0.1757,0.0062,0.0025,,,,,2.8799,0.2672,25.924,4.0379,0.1381,0.03,,,,,,,,,,,,,,,Q
2558116,Aaron Jones,GB,RB,,,,,,,52.8638,19.2121,0.4765,0.1732,,,,,,,3.5012,2.192,17.3159,5.3882,0.1682,0.0524,,,,,,,,,,,,,,,O
2558138,Samaje Perine,CIN,RB,,,,,,,42.7117,27.1303,0.3027,0.218,0.0243,0.0171,,,,,2.1073,0.7206,15.0774,4.8757,0.1034,0.0852,,,,,,,,,,,,,,,
2555224,Ezekiel Elliott,DAL,RB,,,,,,,48.3109,12.8044,0.6008,0.2915,0.1125,0.0125,0.09,0,,,2.044,0.9023,13.6101,7.962,0.3392,0.4529,,,,,,,,,,,,,,,
2564319,Cam Akers,LAR,RB,,,,,,,37.1359,24.2701,0.2276,0.1945,0.0712,0.0153,0.01,0,,,1.2606,0.53,10.8057,5.2651,0.0567,0.0252,,,,,,,,,,,,,,,
2560756,Justin Jackson,LAC,RB,,,,,,,40.4611,16.3038,0.6856,0.9004,0.3551,0.4539,,,,,3.3885,3.178,35.9707,42.6244,0.1205,0.1369,,,,,,,,,,,,,,,
2561146,Boston Scott,PHI,RB,,,,,,,51.5006,15.1887,0.7556,0.3536,0.06,0,0.01,0,,,1.74,0,13.98,0,0.04,0,,,,,,,,,,,,,,,
2566049,Javonte Williams,DEN,RB,,,,,,,45.0855,22.9269,0.5344,0.3269,0.0834,0.0038,0.01,0,,,2.3974,0.2801,16.7506,6.3034,0.1286,0.0635,,,,,,,,,,,,,,,
2559169,Austin Ekeler,LAC,RB,,,,,,,56.6843,6.9848,0.5168,0.1597,0.1667,0.0289,0.03,0,,,4.3706,0.5482,38.4641,6.9057,0.2732,0.038,,,,,,,,,,,,,,,
2566343,Rhamondre Stevenson,NE,RB,,,,,,,41.6081,18.9676,0.3866,0.2809,0.0243,0.0171,,,,,0.8689,0.4472,7.3393,5.3994,0.0366,0.0153,,,,,,,,,,,,,,,
2563965,D'Andre Swift,DET,RB,,,,,,,49.9529,10.949,0.3801,0.1045,0.0911,0.0102,0.01,0,,,3.5378,0.7532,24.9957,4.6836,0.1161,0.0812,,,,,,,,,,,,,,,
2543583,Devonta Freeman,BAL,RB,,,,,,,46.1583,20.1679,0.6054,0.2718,0.0376,0.0249,,,,,2.2061,0.5353,11.6525,6.394,0.0588,0.0288,,,,,,,,,,,,,,,Q
2540145,Cordarrelle Patterson,ATL,RB,,,,,,,42.0935,23.8649,0.2733,0.1773,0.1,0,,,,,2.7182,0.4172,27.6691,7.7782,0.1301,0.0141,,,,,,,,,,,,,,,
2563327,D'Ernest Johnson,CLE,RB,,,,,,,28.7041,26.0935,0.176,0.1449,0,0,,,,,0.8627,0.1227,6.7046,1.2458,0.0412,0.0114,,,,,,,,,,,,,,,
2559362,Dare Ogunbowale,JAC,RB,,,,,,,48.8972,5.6831,0.4997,0.348,0.0956,0.0726,0.01,0,,,1.9839,0.3139,15.1932,1.6075,0.0712,0.0282,,,,,,,,,,,,,,,
2552453,Tevin Coleman,NYJ,RB,,,,,,,41.1801,18.6396,0.1234,0.1017,0.0402,0.0259,,,,,1.2175,0.4146,8.4035,4.5301,0.0187,0.0117,,,,,,,,,,,,,,,
2552469,Melvin Gordon,DEN,RB,,,,,,,50.6584,5.7266,0.3534,0.0404,0.0956,0.0051,,,,,1.5541,0.1447,12.1145,1.9835,0.0767,0.0208,,,,,,,,,,,,,,,
2565899,Chuba Hubbard,CAR,RB,,,,,,,49.4607,6.4408,0.3734,0.0251,0.0777,0.0069,0.01,0,,,1.9659,0.5131,14.035,4.241,0.0533,0.0058,,,,,,,,,,,,,,,
2563986,AJ Dillon,GB,RB,,,,,,,43.3911,6.7595,0.3603,0.0848,0.0667,0.0144,,,,,2.0736,0.9068,13.9037,4.2068,0.0851,0.0085,,,,,,,,,,,,,,,
2552461,Duke Johnson,MIA,RB,,,,,,,45.799,5.9643,0.2933,0.0882,0.1251,0.0492,,,,,1.8433,0.2586,14.7994,0.9376,0.0582,0.028,,,,,,,,,,,,,,,
2553439,Mike Davis,ATL,RB,,,,,,,41.8649,11.3651,0.2566,0.1038,0.0667,0.018,,,,,2.1516,0.9123,14.4628,5.9487,0.0628,0.0388,,,,,,,,,,,,,,,Q
2560938,Jeffery Wilson,SF,RB,,,,,,,38.158,17.3468,0.5176,0.4484,0.0399,0.0173,,,,,1.5725,1.3198,7.7297,4.0715,0.0329,0.0205,,,,,,,,,,,,,,,
2567160,Jaret Patterson,WAS,RB,,,,,,,33.2186,11.2483,0.22,0.072,0.0333,0.0112,,,,,1.035,0.4026,7.0558,2.8682,0.0203,0.0141,,,,,,,,,,,,,,,
2555223,Devontae Booker,NYG,RB,,,,,,,37.9059,7.8571,0.1577,0.0686,0.0062,0.0025,,,,,2.5835,1.0241,15.5494,3.4635,0.0472,0.0205,,,,,,,,,,,,,,,
2540175,LeVeon Bell,TB,RB,,,,,,,29.2166,18.2392,0.2031,0.1243,0,0,0.03,0,,,1.3951,0.7215,10.0676,3.6273,0.0432,0.0404,,,,,,,,,,,,,,,
2540175,LeVeon Bell,FA,RB,,,,,,,29.2166,18.2392,0.2031,0.1243,0,0,0.03,0,,,1.3951,0.7215,10.0676,3.6273,0.0432,0.0404,,,,,,,,,,,,,,,
2561461,Dontrell Hilliard,TEN,RB,,,,,,,31.1421,10.0641,0.2298,0.0834,0.0543,0.0161,0.01,0,,,2.3076,0.2812,10.7231,11.512,0.0493,0.0642,,,,,,,,,,,,,,,
2563938,Jason Huntley,PHI,RB,,,,,,,23.99,,0.15,,0.1,,,,,,0.87,,6.2,,0.03,,,,,,,,,,,,,,,,
2555418,Jordan Howard,PHI,RB,,,,,,,36.5127,0.7071,0.3043,0.0059,0.2,0,,,,,1.6101,0.5657,14.614,6.364,0.0292,0.0127,,,,,,,,,,,,,,,
2559947,Phillip Lindsay,MIA,RB,,,,,,,27.2199,12.8411,0.1464,0.0772,0,0,,,,,0.489,0.0424,3.4008,0.2864,0.0071,0.0039,,,,,,,,,,,,,,,
2541161,Latavius Murray,BAL,RB,,,,,,,25.5978,10.1389,0.2358,0.1028,0,0,,,,,0.8931,0.2757,7.8753,3.7032,0.0324,0.0168,,,,,,,,,,,,,,,
2560733,Royce Freeman,HOU,RB,,,,,,,21.0895,9.71,0.0636,0.0468,0,0,,,,,1.0284,0.1991,7.5567,2.2577,0.0243,0.0176,,,,,,,,,,,,,,,
2562270,Myles Gaskin,MIA,RB,,,,,,,25.022,10.3635,0.1368,0.0634,0.0416,0.0126,,,,,1.5412,0.4819,9.8631,3.3352,0.0507,0.0372,,,,,,,,,,,,,,,
2559150,Corey Clement,DAL,RB,,,,,,,25.755,7.1625,0.1251,0.1349,0.0133,0.0058,,,,,1.5308,0.1877,10.8569,1.396,0.0293,0.0359,,,,,,,,,,,,,,,
2553435,David Johnson,HOU,RB,,,,,,,29.844,1.6476,0.1851,0.0212,0.0301,0.0141,,,,,2.4454,0.0778,19.6847,0.9758,0.085,0.0071,,,,,,,,,,,,,,,
2495466,Mark Ingram,NO,RB,,,,,,,23.7059,9.8076,0.1613,0.0667,,,,,,,0.81,0,6.6,0,0.03,0,,,,,,,,,,,,,,,O
2562622,Ryquell Armstead,JAC,RB,,,,,,,24.8172,6.9438,0.1347,0.0354,0.0151,0.0071,,,,,0.9269,0.2475,9.7394,5.176,0.0352,0.0212,,,,,,,,,,,,,,,
2556466,Peyton Barber,LVR,RB,,,,,,,22.4468,3.2394,0.4035,0.4099,0.0125,0.0125,0.03,0,,,1.2128,0.2698,9.5041,1.7916,0.0284,0.0217,,,,,,,,,,,,,,,
2558918,Matt Breida,BUF,RB,,,,,,,21.0172,5.6639,0.0902,0.0849,0.0651,0.0495,,,,,0.9106,0.297,7.3271,3.281,0.04,0.0141,,,,,,,,,,,,,,,
2563617,Zack Moss,BUF,RB,,,,,,,18.6319,6.5642,0.1437,0.0585,0.0266,0.0115,,,,,1.1679,0.2851,11.072,2.5968,0.0552,0.0372,,,,,,,,,,,,,,,
2562293,Ty Johnson,NYJ,RB,,,,,,,13.048,10.4896,0.1072,0.0948,0.0222,0.0069,,,,,1.4353,0.9332,13.7033,9.7326,0.0502,0.0399,,,,,,,,,,,,,,,
2565926,Khalil Herbert,CHI,RB,,,,,,,16.5779,5.0815,0.3515,0.4476,0.0083,0.0019,,,,,0.7489,0.2945,5.4855,1.8065,0.0181,0.0127,,,,,,,,,,,,,,,
2564949,Jonathan Ward,ARI,RB,,,,,,,13.1783,7.0554,0.0833,0.0209,0.02,0.01,,,,,0.8885,0.2151,7.4028,2.1275,0.04,0.0201,,,,,,,,,,,,,,,Q
2565944,Chris Evans,CIN,RB,,,,,,,16.9096,5.572,0.0948,0.0354,0,0,,,,,1.4206,0.1131,10.1814,1.1667,0.045,0.0071,,,,,,,,,,,,,,,
2562743,Benny Snell,PIT,RB,,,,,,,13.0471,5.3582,0.0747,0.02,0.0083,0.0084,,,,,0.5409,0.3244,3.5708,1.8626,0.0153,0.0101,,,,,,,,,,,,,,,
2562834,Craig Reynolds,DET,RB,,,,,,,16.9027,1.2728,0.0552,0.0778,0.02,0,,,,,0.7502,0.0707,5.4383,0.792,0.0201,0.0283,,,,,,,,,,,,,,,
2552374,Ameer Abdullah,CAR,RB,,,,,,,16.2868,4.5956,0.0766,0.0494,0.0089,0.0019,,,,,2.5247,0.4102,18.969,2.6136,0.0867,0.0058,,,,,,,,,,,,,,,
2560742,Nyheim Hines,IND,RB,,,,,,,13.4357,3.8215,0.0893,0.0145,0.0437,0.0174,,,,,2.023,0.7242,16.3267,6.5329,0.0729,0.0353,,,,,,,,,,,,,,,
2552636,Michael Burton,KC,RB,,,,,,,10.6498,11.9006,0.1107,0.1273,0,0,,,,,0.8626,0.4808,8.5545,6.3357,0.0099,0.0141,,,,,,,,,,,,,,,
2555227,Jonathan Williams,WAS,RB,,,,,,,9.5835,7.9189,0.077,0.0512,0.049,0.0367,,,,,0.7255,0.352,5.2139,3.4645,0.0167,0.0153,,,,,,,,,,,,,,,
2562797,Qadree Ollison,ATL,RB,,,,,,,13.9327,3.1967,0.0767,0.0711,0.0623,0.0329,,,,,0.5843,0.1356,4.1229,0.9006,0.0134,0.0153,,,,,,,,,,,,,,,
2562665,Travis Homer,SEA,RB,,,,,,,9.5517,5.8337,0.0334,0.0153,0.0467,0.0202,,,,,1.0327,0.1949,7.8218,1.3818,0.0266,0.0231,,,,,,,,,,,,,,,
2565054,Joshua Kelley,LAC,RB,,,,,,,9.1812,5.8776,0.0433,0.0247,0.0624,0.015,,,,,0.7093,0.205,6.1989,5.3536,0.0197,0.0156,,,,,,,,,,,,,,,
2565144,DeeJay Dallas,SEA,RB,,,,,,,11.2845,3.0148,0.0847,0.0276,0.0042,0.0042,,,,,1.8091,1.5162,11.3342,8.1251,0.0573,0.0575,,,,,,,,,,,,,,,
2563138,Austin Walter,NYJ,RB,,,,,,,11.41,,0.05,,0,,,,,,0.55,,4.38,,0.01,,,,,,,,,,,,,,,,O
2555430,Alex Collins,SEA,RB,,,,,,,13.65,,0.09,,0,,,,,,0.48,,3.66,,0.02,,,,,,,,,,,,,,,,IR
